/scatter
999999	220585
999999	220600
999999	220614
999999	220616
999999	220624
999999	220637
999999	220642
999999	220653
999999	220654
999999	220659
999999	220662
999999	220663
999999	220677
999999	220678
999999	220683
999999	220684
999999	220686
999999	220691
999999	220698
999999	220703
999999	220706
999999	220716
999999	220718
999999	220720
999999	220722
999999	220725
999999	220726
999999	220728
999999	220779
999999	220787
999999	220805
999999	220812
999999	220814
999999	220817
999999	220823
999999	220831
999999	220834
999999	220841
999999	220857
999999	220859
999999	220863
999999	220865
999999	220868
999999	220878
999999	220888
999999	220889
999999	220894
999999	220897
999999	220900
999999	220902
999999	220903
999999	220916
999999	220926
999999	220929
999999	220932
999999	220934
999999	220936
999999	220943
999999	220944
999999	220952
999999	220954
999999	220962
999999	220967
999999	220972
999999	220974
999999	220976
999999	220981
999999	220983
999999	220986
999999	220993
999999	220996
999999	220997
999999	221002
999999	221010
999999	221011
999999	221019
999999	221027
999999	221028
999999	221032
999999	221034
999999	221035
999999	221036
999999	221042
999999	221043
999999	221044
999999	221045
999999	221046
999999	221047
999999	221048
999999	221049
999999	221050
999999	221051
999999	221052
999999	221053
999999	221054
999999	221055
999999	221056
999999	221057
999999	221058
999999	221059
999999	221060
999999	221061
999999	221062
999999	221063
999999	221064
999999	221065
999999	221066
999999	221067
999999	221068
999999	221069
999999	221070
999999	221071
999999	221072
999999	221073
999999	221074
999999	221075
999999	221076
999999	221077
999999	221078
999999	221079
999999	221080
999999	221081
999999	221082
999999	221083
999999	221084
999999	221085
999999	221086
999999	221087
999999	221088
999999	221089
999999	221090
999999	221091
999999	221092
999999	221093
999999	221094
999999	221095
999999	221096
999999	221097
999999	221098
999999	221099
999999	221100
999999	221101
999999	221102
999999	221103
999999	221104
999999	221105
999999	221106
999999	221107
999999	221108
999999	221109
999999	221110
999999	221111
999999	221112
999999	221113
999999	221114
999999	221115
999999	221116
999999	221117
999999	221118
999999	221119
999999	221120
999999	221121
999999	221122
999999	221123
999999	221124
999999	221125
999999	221126
999999	221127
